Title,URL/DOI,Abstract,screening_result,screening_result_reason
SOVEREIGN - Towards a Holistic Approach to Critical Infrastructure Protection,https://doi.org/10.1145/3664476.3671410,"In the digital age, cyber-threats are a growing concern for individuals, businesses, and governments alike. These threats can range from data breaches and identity theft to large-scale attacks on critical infrastructure. The consequences of such attacks can be severe, leading to financial losses, threats to national security, and the loss of lives. This paper presents a holistic approach to increase the security of critical infrastructures. For that, we propose an open, self-configurable, and AI-based automated cyber-defense platform that runs on specifically hardened devices and own hardware, can be deeply embedded in critical infrastructures and provides full visibility on network, endpoints, and software. In this paper, starting from a thorough analysis of related work, we describe the vision of our SOVEREIGN platform in the form of an architecture, discuss individual building blocks, and evaluate it qualitatively with respect to our requirements.",No,"The abstract mentions that the proposed system is evaluated qualitatively, but it does not indicate that any quantitative assessment or measurement has been conducted. Therefore, based on the provided information, the paper does not appear to include a quantitative evaluation."
Reconstruction-based anomaly detection for the cloud: A comparison on the Yahoo! Webscope S5 dataset,https://doi.org/10.1145/3416921.3416934,"The detection of anomalies in cloud metrics is an important way to identify suspicious data instances that indicate a system problem such as hardware failures, performance bottlenecks or intrusions. Yet, especially in a cloud computing infrastructure where the amount and variety of services is constantly increasing, it is getting more and more challenging to monitor and maintain the system manually. Thus, it is beneficial to use machine learning to detect anomalies at least partially in an automated way. The contribution of this paper is two-folded: firstly, we evaluate three unsupervised, reconstruction-based methods for anomaly detection (PCA, Autoencoder, LSTM-Encoder-Decoder) on the Yahoo! Webscope S5 benchmark dataset. Secondly, we compare our chosen models to a widely-used density-based approach and show that our reconstruction-based approaches outperform the related work.",Yes,"논문 초록에서 세 가지 재구성 기반 방법(PCA, Autoencoder, LSTM-Encoder-Decoder)을 평가했다고 명시되어 있으며, 이들 방법의 성능을 비교하는 과정에서 정량적 평가가 이루어졌음을 알 수 있습니다. 따라서, 논문은 정량적 평가를 실시하고 있다고 판단됩니다."
A Flexible Toolflow for Mapping CNN Models to High Performance FPGA-based Accelerators,https://doi.org/10.1145/3543622.3573131,"There have been many studies on developing automatic tools for mapping CNN models onto FPGAs. However, challenges remain in designing an easy-to-use toolflow. First, the toolflow should be able to handle models exported from various deep learning frameworks and models with different topologies. Second, the hardware architecture should make better use of on-chip resources to achieve high performance. In this work, we build a toolflow upon Open Neural Network Exchange (ONNX) IR to support different DL frameworks. We also try to maximize the overall throughput via multiple hardware-level efforts. We propose to accelerate the convolution operation by applying parallelism not only at the input and output channel level, but also at the output feature map level. Several on-chip buffers and corresponding management algorithms are also designed to leverage abundant memory resources. Moreover, we employ a fully pipelined systolic array running at 400 MHz as the convolution engine, and develop a dedicated bus to implement the im2col algorithm and provide feature inputs to the systolic array. We generated 4 accelerators with different systolic array shapes and compiled 12 CNN models for each accelerator. Deployed on a Xilinx VCU118 evaluation board, the performance of convolutional layers can reach 3267.61 GOPS, which is 99.72% of the ideal throughput (3276.8 GOPS). We also achieve an overall throughput of up to 2424.73 GOPS. Compared with previous studies, our toolflow is more user-friendly. The end-to-end performance of the generated accelerators is also better than that of related work at the same DSP utilization.",Yes,"논문 초록에서 성능 측정 결과와 성능 지표(GOPS 등)를 제시하며, 다양한 CNN 모델과 하드웨어 구성에 대해 정량적 평가를 수행했음을 보여줍니다. 이를 통해 논문이 정량적 평가를 실시하고 있음을 알 수 있습니다."
Fairify: Fairness Verification of Neural Networks,https://doi.org/10.1109/ICSE48619.2023.00134,"Fairness of machine learning (ML) software has become a major concern in the recent past. Although recent research on testing and improving fairness have demonstrated impact on real-world software, providing fairness guarantee in practice is still lacking. Certification of ML models is challenging because of the complex decision-making process of the models. In this paper, we proposed Fairify, an SMT-based approach to verify individual fairness property in neural network (NN) models. Individual fairness ensures that any two similar individuals get similar treatment irrespective of their protected attributes e.g., race, sex, age. Verifying this fairness property is hard because of the global checking and non-linear computation nodes in NN. We proposed sound approach to make individual fairness verification tractable for the developers. The key idea is that many neurons in the NN always remain inactive when a smaller part of the input domain is considered. So, Fairify leverages white-box access to the models in production and then apply formal analysis based pruning. Our approach adopts input partitioning and then prunes the NN for each partition to provide fairness certification or counterexample. We leveraged interval arithmetic and activation heuristic of the neurons to perform the pruning as necessary. We evaluated Fairify on 25 real-world neural networks collected from four different sources, and demonstrated the effectiveness, scalability and performance over baseline and closely related work. Fairify is also configurable based on the domain and size of the NN. Our novel formulation of the problem can answer targeted verification queries with relaxations and counterexamples, which have practical implications.",Yes,"논문은 신경망 모델의 개별 공정성 검증을 위해 SMT 기반의 정량적 분석 방법을 제안하고 있으며, 이를 통해 공정성 인증 또는 반례를 제공하는 정량적 평가를 실시하고 있습니다. 또한, 평가 결과를 통해 방법의 효과성과 성능을 검증하는 실험도 수행하고 있어 정량적 평가가 이루어지고 있음을 알 수 있습니다."
Spatial-Net: A Self-Adaptive and Model-Agnostic Deep Learning Framework for Spatially Heterogeneous Datasets,https://doi.org/10.1145/3474717.3483970,"Knowledge discovery from spatial data is essential for many important societal applications including crop monitoring, solar energy estimation, traffic prediction and public health. This paper aims to tackle a key challenge posed by spatial data - the intrinsic spatial heterogeneity commonly embedded in their generation processes - in the context of deep learning. In related work, the early rise of convolutional neural networks showed the promising value of explicit spatial-awareness in deep architectures (i.e., preservation of spatial structure among input cells and the use of local connection). However, the issue of spatial heterogeneity has not been sufficiently explored. While recent developments have tried to incorporate awareness of spatial variability (e.g., SVANN), these methods either rely on manually-defined space partitioning or only support very limited partitions (e.g., two) due to reduction of training data. To address these limitations, we propose a Spatial-Net to simultaneously learn a space-partitioning scheme and a deep network architecture with a Significance-based Grow-and-Collapse (SIG-GAC) framework. SIG-GAC allows collaborative training between partitions and uses an exponential reduction tree to control the network size. Experiments using real-world datasets show that Spatial-Net can automatically learn the pattern underlying heterogeneous spatial process and greatly improve model performance.",No,"논문 초록에서는 Spatial-Net이 공간적 이질성을 학습하는 데 초점을 맞추고 있으며, 실험을 통해 성능 향상을 보여주고 있지만, 정량적 평가 방법이나 구체적인 평가 지표에 대한 언급은 없습니다. 따라서 정량적 평가를 실시했다고 확실히 판단하기 어렵습니다."
Machine learning for accessible web navigation,https://doi.org/10.1145/3493612.3520463,"This research looks at the application of Machine Learning to Web Accessibility. It considers how Machine Learning (ML) can be used to help make the processes of Web Navigation more accessible in line with Web Content Accessibility Guideline (WCAG) 2.4 Navigable, which demands that ways be provided ""to help users navigate, find content, and determine where they are."" ML techniques such as reinforcement learning have been applied to website navigation in diverse ways. These include goal-directed search to answer questions and task-oriented problems such as booking a flight. Related work includes Web Automation and Testing. These techniques typically involve a state space exploration where actions such as clicking links, filling forms, and pressing buttons move the agent to a new state. The search space can be represented as a directed graph whose nodes represent the state. The choice of action involves a reward in reinforcement learning, which is used to learn behavior. Sequences of actions are collected into policies and the objective is to identify the best policy. For many websites, the potential search space is exceptionally large, and these techniques can provide ways of navigating them more efficiently. While the outcomes of these approaches can help to make the processes of search and task completion easier and thereby help accessibility, it is not the primary focus. The question under consideration is whether these techniques can be adapted to improve the website's navigability from an accessibility perspective. The approach seems promising. The state-space can be explored automatically, and the state representation can then be mined using ML techniques for structure, content and other information, which has the potential to improve accessibility Examples of the application of these approaches, which reflect the goals of the success criteria around WCAG Guideline 2.1 would include the generation of good anchor text for links where this is not provided, optimizing pathways to website functionality, and optimizing the processes of querying the website. There are open questions about how state representation can be enhanced to improve the prospects of reaching goal states. For example, can the process of calculating reward exploit features such as Search Engine Optimization information, which is designed to reflect the purpose of the page directly? Indexing techniques from Information science can serve a similar purpose. From an accessibility standpoint, there are exciting directions to explore. For example, what role can accessibility features, e.g., Headings, Anchor Text, and alternative text, play in calculating rewards. By way of illustration, a case study on one of these page enhancement techniques, DocTTTTTQuery, will be presented. This enhances a document by generating potential queries from its content. The system is trained by matching these generated questions against a set of historical questions asked of the site. This knowledge can then be exploited to lead the user more directly to potential answers to queries. Other studies have shown the effectiveness of this approach. Augmenting the page with these queries has shown improved search performance.",Yes,"논문 초록에서는 강화 학습과 같은 머신러닝 기법을 활용하여 웹 탐색의 효율성을 높이고, 접근성을 개선하는 방법을 연구하고 있음을 언급하며, 이러한 평가 방법이 포함될 가능성을 시사합니다. 또한, 페이지 향상 기술과 관련된 사례 연구를 통해 구체적인 실험이나 평가가 수행되었음을 암시하므로 정량적 평가가 실시되고 있다고 판단됩니다."
Predictive analytics in healthcare epileptic seizure recognition,https://dl.acm.org/doi/10.5555/3291291.3291327,"Introduction Clinical applications of electroencephalography (EEG) span a very broad range of diagnostic conditions. Epileptic seizure is the fourth most common neurological disorder in that. Related Work There has been considerable progress in clinical understanding of epilepsy, however many aspects of seizure prevention are still a mystery. Predictive modeling of EEG can provide significant value addition to substantiate the diagnosis of epilepsy. Methodology Machine learning algorithms are applied to predict the probability of epileptic seizure using an open source multi-class dataset. Results and Discussion Comparing the F-score from different classifiers, it is found that XGBoost gives the best performance in binary classification and Random Forest provides the best performance in multinomial classification. Conclusion Our results show that it is possible to predict epileptic seizure with significant accuracy from non-epileptic parameters using a suitable machine learning algorithm. We also observe that binary classification methods have higher prediction accuracy.",Yes,"논문 초록에서 여러 머신러닝 알고리즘의 성능을 비교하는 과정이 언급되어 있으며, F-score와 같은 정량적 평가 지표를 사용하여 모델의 성능을 평가했다고 명시되어 있습니다. 따라서, 정량적 평가를 실시하고 있다고 판단됩니다."
The challenge of detecting sophisticated attacks: Insights from SOC Analysts,https://doi.org/10.1145/3230833.3233280,"The ever-increasing rate of sophisticated cyber-attacks and its subsequent impact on networks has remained a menace to the security community. Existing network security solutions, including those applying machine learning algorithms, often centre their detection on the identification of threats in individual network events, which is proven inadequate in detecting sophisticated multi-stage attacks. Similarly, SOC analysts whose roles involve detecting advanced threats are faced with a significant amount of false-positive alerts from the existing tools. Their ability to detect novel attacks or variants of existing ones is limited by the lack of expert input from SOC analysts in their creation of the tools; and the use of features that are closely linked to the structure of specific malware which detection models aim to identify. In this work, we conduct a literature review on malware detection tools, reflect on the features used in these approaches and extend the feature-set with novel ones identified by interviewing experienced SOC analysts. We conduct thematic analysis to the qualitative data obtained from the interviews, and our results indicate not only the presence novel generic malware characteristics based on network and application events (web proxy, firewall, DNS), but identify valuable lessons for developing effective SOCs regarding their structure and processes.",No,"논문 초록은 주로 문헌 검토, 인터뷰 및 정성적 분석을 통해 특징을 확장하고, SOC 분석가의 역할과 구조에 대한 통찰을 제공하는 연구임을 보여줍니다. 정량적 평가 또는 수치 데이터를 기반으로 한 실험이나 평가가 언급되지 않아 정량적 평가를 실시하고 있다고 보기 어렵습니다."
Evaluating visual analytics for text information retrieval,https://doi.org/10.1145/3472301.3484320,"Retrieving information from document collections is necessary in many contexts, for example, researchers wish to retrieve papers on a research topic, physicians search for patient records related to a certain condition, police investigators seek for relationships in criminal reports. Common to these scenarios are users in need of identifying relevant textual information in a document collection. The task is challenging, especially when users hope for a retrieval process that misses none or very few of the relevant documents. Visual Analytics (VA) approaches are often advocated to support document retrieval tasks. VA relies on integrating interactive visualizations and machine learning algorithms so that a domain expert can gradually steer a system into identifying the relevant documents. As an example, TRIVIR is a state-of-the-art system that allows exploring a corpus while providing feedback to a classifier that suggests potentially relevant documents to a reference query document. Assessing VA-supported Information Retrieval (IR) strategies is also challenging, as using these systems typically involves many conceptual and practical aspects and text retrieval tasks can demand considerable cognitive effort. In this paper, we present results from observational studies on VA-supported text information retrieval. We conducted sessions with graduate students and researchers using TRIVIR to explore scientific papers for purposes of literature review. A first study allowed us to collect opinions and identify some usability issues and practical limitations of the available implementation. After handling some critical issues observed at the interface level, we conducted a second round of sessions in order to collect further user opinions regarding a retrieval process assisted with VA. We concluded that most users have a very positive view of the system's usability and its ability to facilitate their retrieval tasks. Nonetheless, we also learnt that a proper introduction to the role of the interface elements is important and that conveying the underlying conceptual model and its limitations can be difficult. We observed considerable variation in user assessment of the specific functionalities and some users may face practical difficulties in using the system autonomously in an optimal way.",Yes,"논문 초록에서 VA 지원 텍스트 정보 검색의 평가를 위해 관찰 연구를 수행했다고 명시되어 있으며, 사용자 의견 수집과 시스템의 유용성 평가를 통해 정량적 또는 정성적 평가를 실시했음을 시사합니다. 따라서, 논문은 정량적 평가를 포함하고 있다고 판단됩니다."
UX Research on Conversational Human-AI Interaction: A Literature Review of the ACM Digital Library,https://doi.org/10.1145/3491102.3501855,"Early conversational agents (CAs) focused on dyadic human-AI interaction between humans and the CAs, followed by the increasing popularity of polyadic human-AI interaction, in which CAs are designed to mediate human-human interactions. CAs for polyadic interactions are unique because they encompass hybrid social interactions, i.e., human-CA, human-to-human, and human-to-group behaviors. However, research on polyadic CAs is scattered across different fields, making it challenging to identify, compare, and accumulate existing knowledge. To promote the future design of CA systems, we conducted a literature review of ACM publications and identified a set of works that conducted UX (user experience) research. We qualitatively synthesized the effects of polyadic CAs into four aspects of human-human interactions, i.e., communication, engagement, connection, and relationship maintenance. Through a mixed-method analysis of the selected polyadic and dyadic CA studies, we developed a suite of evaluation measurements on the effects. Our findings show that designing with social boundaries, such as privacy, disclosure, and identification, is crucial for ethical polyadic CAs. Future research should also advance usability testing methods and trust-building guidelines for conversational AI.",Yes,"논문 초록에서 ""a suite of evaluation measurements""를 개발했다고 언급하며, 이를 통해 정량적 평가를 실시하고 있음을 시사합니다. 또한, ""mixed-method analysis""를 통해 다양한 평가 방법을 활용한 것으로 보입니다."
Discovering important source code terms,https://doi.org/10.1145/2889160.2891037,"Terms in source code have become extremely important in Software Engineering research. These ""important"" terms are typically used as input to research tools. Therefore, the quality of the output of these tools will depend on the quality of the term extraction technique. Currently, there is no definitive best technique for predicting the importance of terms during program comprehension. In my work, I perform a literature review of several techniques. I then propose a unified importance prediction model based on a machine learning algorithm. I evaluate my model in a field study involving professional programmers, as well as a standard 10-fold synthetic study. I found that my model predicts the top quartile of most-important source code terms with approximately 50% precision and recall, outperforming tf/idf and other popular techniques. Furthermore, I found that, during actual program comprehension tasks, the predictions from my model help programmers equivalent to a real set of most-important terms.",Yes,"논문은 머신러닝 알고리즘을 기반으로 한 중요도 예측 모델을 평가하는 실험을 수행하고 있으며, 정밀도와 재현율을 측정하는 정량적 평가를 실시하고 있습니다. 또한, 표준 10-폴드 교차 검증과 현장 연구를 통해 평가 결과를 제시하고 있어 정량적 평가가 이루어지고 있음을 알 수 있습니다."
Social Transparency in Network Monitoring and Security Systems,https://dl.acm.org/doi/abs/10.1145/3626705.3627773,"System administrators (sysadmins) are key to keeping computer networks safe. As networks grow in size and complexity, partial workflow automation with the help of AI has been introduced to assist them. However, AI-aided tools often lack transparency, which may lead to the sysadmin’s reluctance to use the new software, slower response time in case of a security breach, and increasing errors. Related work suggests that the concept of social transparency (ST), when applied to the IT-security context, enables peer support and could provide the missing knowledge to the user facilitating explainability of the system and improving human-AI trust. In this paper, we investigate the profile of sysadmins and confirm that ST can indeed yield benefits for them but only when coupled with relevant contextual information and only when it adheres to the sysadmins’ quality standards. Finally, we contribute design recommendations for incorporating ST into the existing workflows of sysadmins.",No,"The abstract primarily discusses the concept of social transparency and its potential benefits for system administrators, but it does not mention any specific quantitative evaluation or measurement methods. Therefore, it does not indicate that a quantitative assessment was conducted in the study."
Agents in the Computing Continuum: the MLSysOps Perspective,https://dl.acm.org/doi/10.5555/3639940.3639991,"Multi-agent systems (MASs) have gained considerable attention in the field of distributed computing due to their ability to provide technical interoperability, resource sharing and flexible coordination. Consequently, MAS are well-suited to address the challenges posed by the distributed and heterogeneous nodes within the device-edge-cloud continuum, including orchestration and standardization, optimal resource allocation,micro service placement policies, security and privacy.The objective of this study is to introduce the MLSysOps project, which aims at the autonomous management of the entire continuum tackling some of the challenges mentioned before. MLSysOps utilizes a hierarchical agent-based AI architecture to interface with the underlying resource management and application deployment/orchestration mechanisms. A comparative analysis is conducted between the existing related work and the proposed framework, highlighting the peculiarities and advantages of our approach.",No,"논문 초록에서는 정량적 평가에 대한 언급이 없으며, 주로 시스템의 개념적 소개와 비교 분석에 초점을 맞추고 있다. 따라서, 이 논문이 정량적 평가를 실시하고 있다고 보기 어렵다."
Towards smartphone-based sensing of social interaction for ambulatory assessment,https://doi.org/10.1145/2800835.2801642,"In ambulatory assessment, especially when handling subjects with personality disorders, it is important to monitor the subject's social interactions. Smartphones are already applied to assess information via self-reports. Related work also uses them to log context information or prompt event-specific self-reports. We see a high potential for them to be used for monitoring social interactions in in-field studies as they are constant companions in real life and a platform for virtual interactions. Our system will apply pattern recognition and machine learning algorithms to physical sensor measurements such as microphone and radio signals, but also to virtual sensor information such as call and message history and activity of messaging apps. We will evaluate to which extent and how well our system can automatically and unobtrusively find indicators for social interactions and, based on them, identify anomalies in the subject's behavior.",Yes,논문 초록에서 패턴 인식과 머신러닝 알고리즘을 적용하여 사회적 상호작용의 지표를 자동으로 찾고 이상 행동을 식별하는 평가를 수행한다고 명시되어 있습니다. 이는 정량적 평가를 실시하는 것으로 해석할 수 있습니다.
A Clairvoyant Approach to Evaluating Software (In)Security,https://doi.org/10.1145/3102980.3102991,"Nearly all modern software has security flaws---either known or unknown by the users. However, metrics for evaluating software security (or lack thereof) are noisy at best. Common evaluation methods include counting the past vulnerabilities of the program, or comparing the size of the Trusted Computing Base (TCB), measured in lines of code (LoC) or binary size. Other than deleting large swaths of code from project, it is difficult to assess whether a code change decreased the likelihood of a future security vulnerability. Developers need a practical, constructive way of evaluating security. This position paper argues that we actually have all the tools needed to design a better, empirical method of security evaluation. We discuss related work that estimates the severity and vulnerability of certain attack vectors based on code properties that can be determined via static analysis. This paper proposes a grand, unified model that can predict the risk and severity of vulnerabilities in a program. Our prediction model uses machine learning to correlate these code features of open-source applications with the history of vulnerabilities reported in the CVE (Common Vulnerabilities and Exposures) database. Based on this model, one can incorporate an analysis into the standard development cycle that predicts whether the code is becoming more or less prone to vulnerabilities.",Yes,"논문 초록에서 머신러닝을 활용한 예측 모델을 제안하며, 이를 통해 소프트웨어 취약성의 위험과 심각도를 정량적으로 평가하는 방법을 논의하고 있기 때문에 정량적 평가를 실시하고 있다고 판단됩니다."
Cognitive Discovery: Accelerating Technical R&amp;D with AI,https://doi.org/10.1145/3369583.3393610,"Cognitive Discovery is an overarching framework that uses AI to achieve scientific knowledge extraction and representation, to intelligently design and guide simulations, in order to drastically accelerate the pace of scientific discovery. Cognitive Discovery targets to accelerate scientific workflows in technical disciplines and provide a new generation of tools. The workflows follow the cycle: a) Massive literature review in order to understand the problem at hand. Literature refers to all aspects such as mathematical modelling, solution methods, actual computer models and HPC deployment. b) Enrichment of literature data with experimental data and formation of hypotheses. c) Running simulations to test hypotheses and generate new knowledge in order to close any knowledge gaps. All three phases suffer today major disruptions. Simply put: the volume of new literature is exploding (e.g. roughly 450K new publications in materials science are published every year, tens of thousands of papers in numerical and HPC methods need to be reviewed). IoT advances as well as advances in measuring all aspects of HPC systems create an explosion of data. High fidelity models lead to massive configuration spaces the complexity of which clearly outpaces our capability to scale and efficiently run modern HPC systems. We will showcase how AI can help dramatically improve this setting and lead to a massive acceleration for scientific discovery.",No,"논문 초록에서는 AI를 활용한 과학적 지식 추출, 시뮬레이션 설계 및 가이드에 대해 설명하고 있지만, 구체적인 정량적 평가 방법이나 실험이 수행되었다는 언급은 없습니다. 따라서 정량적 평가를 실시하고 있다고 보기 어렵습니다."
AI Governor for the Quality and the Strength of Bridges,https://doi.org/10.1145/3407982.3408020,"Construction architectures draw a new world pattern. Designing innovative shapes and their building cost a fortune and investors expect the relevant return in money and population benefits. Some of the representative examples of expensive constructive creativity are wide highways, bridges, skyscrapers, grand halls, malls, tall flats, etc. Each newly started or finalized construction must operate with a smart fault-tolerant risk management mechanism because the world has been a witness of many construction failures. They lead to additional reversible and irreversible damages, some of which cost people's lives. In 2018 the road viaduct in Genoa collapsed. As a result of the tragedy, at least thirty-eight people died, thirty-five cars and three trucks fall. In the basement of that collapse are a wrong construction project, the neglected need for reconstruction and the lack of a system to inform citizens about the bridge condition. Such accidents bear the question of how to prevent similar situations in advanced. Bridge engineering is difficult for standardization, therefore there is a need for a new technique to handle the issue. The authors of the report examine the way modern information and communication technologies impact quality control. The researchers make a relevant scientific literature review. They explore qualitative, quantitative and statistical methods of evaluation and apply computer comparison and modelling to create a new form for measuring and controlling the quality and strength of bridges. The new model introduces an AI governor for bridge management and a self-learning machine to adapt existing construction standards and to create new ones according to the situation and environmental conditions. The proposed solution incorporates real-time data analyses.",Yes,"논문 초록에서 ""qualitative, quantitative and statistical methods of evaluation""을 언급하며, 이를 활용한 평가 방법을 적용하고 있다고 명시되어 있습니다. 또한, 실시간 데이터 분석과 컴퓨터 비교 및 모델링을 통해 품질과 강도를 측정하는 새로운 모델을 제안하고 있어 정량적 평가를 실시하고 있음을 알 수 있습니다."
Critical-Reflective Human-AI Collaboration: Exploring Computational Tools for Art Historical Image Retrieval,https://dl.acm.org/doi/10.1145/3610054,"Just as other disciplines, the humanities explore how computational research approaches and tools can meaningfully contribute to scholarly knowledge production. Building on related work from the areas of CSCW and HCI, we approach the design of computational tools through the analytical lens of 'human-AI collaboration.' Such work investigates how human competencies and computational capabilities can be effectively and meaningfully combined. However, there is no generalizable concept of what constitutes 'meaningful' human-AI collaboration. In terms of genuinely human competencies, we consider criticality and reflection as guiding principles of scholarly knowledge production and as deeply embedded in the methodologies and practices of the humanities. Although (designing for) reflection is a recurring topic in CSCW and HCI discourses, it has not been centered in work on human-AI collaboration. We posit that integrating both concepts is a viable approach to supporting 'meaningful' human-AI collaboration in the humanities and other qualitative, interpretivist, and hermeneutic research areas. Our research, thus, is guided by the question of how critical reflection can be enabled in human-AI collaboration. We address this question with a use case that centers on computer vision (CV) tools for art historical image retrieval. Specifically, we conducted a qualitative interview study with art historians to explore a) what potentials and affordances art historians ascribe to human-AI collaboration and CV in particular, and b) in what ways art historians conceptualize critical reflection in the context of human-AI collaboration. We extended the interviews with a think-aloud software exploration. We observed and recorded participants' interaction with a ready-to-use CV tool in a possible research scenario. We found that critical reflection, indeed, constitutes a core prerequisite for 'meaningful' human-AI collaboration in humanities research contexts. However, we observed that critical reflection was not fully realized during interaction with the CV tool. We interpret this divergence as supporting our hypothesis that computational tools need to be intentionally designed in such a way that they actively scaffold and support critical reflection during interaction. Based on our findings, we suggest four empirically grounded design implications for 'critical-reflective human-AI collaboration': supporting reflection on the basis of transparency, foregrounding epistemic presumptions, emphasizing the situatedness of data, and strengthening interpretability through contextualized explanations.",Yes,"논문은 컴퓨터 비전 도구의 성능 평가와 사용자 인터랙션에 대한 관찰을 통해, 인간과 AI의 협업 과정에서의 반성적 사고와 그 실현 가능성을 정량적 또는 정성적 평가를 통해 분석하는 연구를 수행하고 있습니다. 특히, 인터뷰와 소프트웨어 탐색을 통해 도구의 효과와 한계를 평가하며, 이를 바탕으로 설계 시 고려해야 할 구체적 지침을 제시하고 있어 정량적 평가의 실시를 암시합니다."
Open Knowledge Enrichment for Long-tail Entities,https://doi.org/10.1145/3366423.3380123,"Knowledge bases (KBs) have gradually become a valuable asset for many AI applications. While many current KBs are quite large, they are widely acknowledged as incomplete, especially lacking facts of long-tail entities, e.g., less famous persons. Existing approaches enrich KBs mainly on completing missing links or filling missing values. However, they only tackle a part of the enrichment problem and lack specific considerations regarding long-tail entities. In this paper, we propose a full-fledged approach to knowledge enrichment, which predicts missing properties and infers true facts of long-tail entities from the open Web. Prior knowledge from popular entities is leveraged to improve every enrichment step. Our experiments on the synthetic and real-world datasets and comparison with related work demonstrate the feasibility and superiority of the approach.",Yes,"논문 초록에서 ""Our experiments on the synthetic and real-world datasets""라는 표현을 통해 실험을 통한 평가가 이루어지고 있음을 알 수 있으며, 이는 정량적 평가를 실시하고 있음을 시사합니다. 또한, 비교 연구를 수행하여 방법의 우수성을 검증하는 과정도 포함되어 있어 정량적 평가의 가능성을 높입니다."
Real-time human pose recognition in parts from single depth images,https://doi.org/10.1145/2398356.2398381,"We propose a new method to quickly and accurately predict human pose---the 3D positions of body joints---from a single depth image, without depending on information from preceding frames. Our approach is strongly rooted in current object recognition strategies. By designing an intermediate representation in terms of body parts, the difficult pose estimation problem is transformed into a simpler per-pixel classification problem, for which efficient machine learning techniques exist. By using computer graphics to synthesize a very large dataset of training image pairs, one can train a classifier that estimates body part labels from test images invariant to pose, body shape, clothing, and other irrelevances. Finally, we generate confidence-scored 3D proposals of several body joints by reprojecting the classification result and finding local modes. The system runs in under 5ms on the Xbox 360. Our evaluation shows high accuracy on both synthetic and real test sets, and investigates the effect of several training parameters. We achieve state-of-the-art accuracy in our comparison with related work and demonstrate improved generalization over exact whole-skeleton nearest neighbor matching.",Yes,"논문 초록에서 ""Our evaluation shows high accuracy on both synthetic and real test sets""라는 문구를 통해 정량적 평가를 실시했음을 알 수 있습니다. 또한, 여러 훈련 매개변수의 영향을 조사하는 내용도 포함되어 있어 평가 과정이 포함된 것으로 보입니다."
Predicting clicks in a vocabulary learning system,https://dl.acm.org/doi/10.5555/2000976.2000994,"We consider the problem of predicting which words a student will click in a vocabulary learning system. Often a language learner will find value in the ability to look up the meaning of an unknown word while reading an electronic document by clicking the word. Highlighting words likely to be unknown to a reader is attractive due to drawing his or her attention to it and indicating that information is available. However, this option is usually done manually in vocabulary systems and online encyclopedias such as Wikipedia. Furthurmore, it is never on a per-user basis. This paper presents an automated way of highlighting words likely to be unknown to the specific user. We present related work in search engine ranking, a description of the study used to collect click data, the experiment we performed using the random forest machine learning algorithm and finish with a discussion of future work.",Yes,"초록에서 ""the experiment we performed using the random forest machine learning algorithm""라는 문구를 통해 정량적 평가가 수행되었음을 알 수 있습니다. 또한, 클릭 데이터를 이용한 실험이 언급되어 있어, 평가가 수치적 또는 통계적 방법으로 이루어졌음을 시사합니다."
A framework for agent-based distributed machine learning and data mining,https://doi.org/10.1145/1329125.1329243,"This paper proposes a framework for agent-based distributed machine learning and data mining based on (i) the exchange of meta-level descriptions of individual learning processes among agents and (ii) online reasoning about learning success and learning progress by learning agents. We present an abstract architecture that enables agents to exchange models of their local learning processes and introduces a number of different methods for integrating these processes. This allows us to apply existing agent interaction mechanisms to distributed machine learning tasks, thus leveraging the powerful coordination methods available in agent-based computing, and enables agents to engage in meta-reasoning about their own learning decisions. We apply this architecture to a real-world distributed clustering application to illustrate how the conceptual framework can be used in practical systems in which different learners may be using different datasets, hypotheses and learning algorithms. We report on experimental results obtained using this system, review related work on the subject, and discuss potential future extensions to the framework.",Yes,"논문 초록에서 실험 결과를 보고했다고 언급하며, 실험을 통해 제안된 시스템의 성능을 평가했음을 시사합니다. 이는 정량적 평가가 수행되었음을 의미합니다."
Legal reasoning - a jurisprudential description,https://doi.org/10.1145/74014.74034,"This paper provides a description of a legal reasoning process. The presentation originates from a research project combining Law and Artificial Intelligence (AI) and contains theoretical results from system-developing activities that have been carried out in cooperation with the Swedish Court Administration and a major Swedish employer's association. The research project, and several parallel projects at the Swedish Law and Informatics Research Institute (IRI), is being documented in the series IRI-reports. Related work, especially focusing on computerized formalization of legal norms and legal decision processes from a jurisprudential perspective is carried out at The Norwegian Research Center for Computers and Law, but contributions have also been made by many others1 and legal reasoning has been investigated from somewhat different perspectives2.",No,"논문 초록에서는 법적 추론 과정을 설명하는 것에 초점을 맞추고 있으며, 정량적 평가를 수행한다는 언급이나 관련 방법론이 제시되지 않습니다. 따라서 이 논문이 정량적 평가를 실시한다고 보기 어렵습니다."
